Code,Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operation Monitoring,Operations Analysis,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
29-1071.00,Physician Assistants,3.38,4.12,3.62,3.5,4.12,1,1.12,1,3.25,3.88,3,1.62,1.62,2.88,2.62,3.88,2.88,1.12,2.25,2.5,3.12,1.38,2.25,4,1,3.75,3.75,3.88,4.12,3,3.12,1.62,3.5,1.75,3.38
29-1071.01,Anesthesiologist Assistants,3.5,4,3.12,3.12,3.62,2.25,2.38,1.25,2.75,3.62,2.88,1.75,2.12,2.62,2.88,3.75,2.38,3,3.38,1.38,2.5,1.38,2.88,3.75,2,3,3.25,3.12,3.62,2.75,2.75,1.75,3.38,2.5,3.12
29-1081.00,Podiatrists,3.75,4,3.62,3.5,4,1,2,1,3.12,3.75,3.12,2.25,2.25,3.12,2.75,3.5,2.88,2.38,2.38,2.5,3,1.62,2.25,4,1,3.62,3.38,3.62,4,3,2.75,2.12,3.12,2,3.62
29-1122.00,Occupational Therapists,3.62,4.12,3.38,3.62,3.88,1,1.12,1,3.5,3.62,3.38,1.88,2,3.25,2.25,3.75,3.12,1.5,2.5,3.5,3.25,1.5,2.12,4.12,1,3.12,3.88,3.88,4.12,3.12,3,1.75,3.75,1.62,3.75
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",3.62,3.75,3.25,3.12,3.38,1.12,1.25,1,3.75,3.5,3.5,1.12,1.62,2.88,2.5,3.62,2.88,2.38,2.75,1.25,3,1.38,1.5,3.75,1.12,1.88,3.5,3.62,4,3,2.75,2.38,3.12,1.12,3.62
29-1123.00,Physical Therapists,3.12,4.25,3.38,3.62,3.88,1.12,1.25,1,3.25,3.62,3,1.75,1.88,3.25,2.25,3.62,2.88,2.25,2.5,3.38,3.25,1.38,2.38,4,1.12,3.25,3.62,3.75,4.12,3,2.88,1.88,3.75,2.12,3.62
29-1124.00,Radiation Therapists,2.88,3.62,3.12,3,3.5,2.62,2.62,1,3,2.88,2.88,1.75,2,3,2.75,3.25,2.5,3.38,3.5,2.88,2.62,1.88,3.12,3.62,2.25,2.88,3.12,3.38,3.38,2.75,2.62,1.62,3.12,2.62,3.12
29-1125.00,Recreational Therapists,3.25,4.12,3.5,3.75,3.62,1,1.25,1,3.5,3.38,3,1.62,1.88,3.25,2.25,3.25,3.12,1.88,2.12,2.75,3.12,1.38,1.62,3.62,1,2.75,3.88,3.88,4.12,2.62,2.62,1.75,3.38,1.62,3.5
29-1126.00,Respiratory Therapists,3.62,4,3.5,3.5,4,2.5,2.5,1,3.5,3.5,3.25,2,2,3,2.88,4,3.12,3,3.12,2.25,2.88,1.5,3.12,3.5,2.38,3.38,3.62,3.62,4,2.88,2.88,1.75,3.25,2.25,3.38
29-1127.00,Speech-Language Pathologists,3.5,4,3.62,3.25,3.88,1,1.12,1,3.5,3.62,3.62,1.12,1.12,2.62,2.38,3.75,2.75,1.25,2.5,3,3,1.88,2.5,3.88,1,3.25,3.5,4,4,3.38,3,2.12,3.25,1.88,3.5
29-1131.00,Veterinarians,3.5,3.88,3.62,3.12,3.88,1,1.25,1,3.25,3.75,3,1.88,1.88,3,2.75,3.5,2.75,2,2.5,3,2.75,1.38,2.12,3.75,1,4.12,3.5,3.38,3.88,2.62,2.88,1.75,3.38,1.75,3.38
29-1141.00,Registered Nurses,3.38,4,3.25,3.88,3.75,1,1.62,1,3.25,3.5,3,2,2.38,2.88,2.62,3.62,2.88,2.5,3,2.75,3,1.5,3,3.75,1,3.5,3.75,4.25,3.88,3,2.75,1.62,3,2.12,3.5
29-1141.01,Acute Care Nurses,3.62,4.25,3.75,3.75,4,1,1.62,1,3.12,4,3.25,2,2.25,3,2.5,3.88,2.88,2.62,3.12,2.75,3.38,1.62,2.62,3.62,1,3.38,4,4,4.12,3.25,3,1.75,3.12,1.88,3.5
29-1141.02,Advanced Practice Psychiatric Nurses,3.88,4.25,3.5,3.5,3.88,1,1,1,3.5,3.75,3.5,1.88,1.88,2.88,2.38,4,3.5,1.25,2.12,1.25,3.38,1.38,1.12,4,1,2.5,3.62,4,4,3.25,3.25,1.38,3.5,1,3.75
29-1141.03,Critical Care Nurses,3.75,4.12,3.62,3.62,3.75,1.25,1.62,1,3.25,3.75,3.25,1.88,2.12,3.25,2.62,4.12,3.12,2.75,3.38,3,3.25,1.75,3.12,3.88,1,3.38,4,3.88,4,3.25,2.88,1.5,3.25,2.5,3.38
29-1141.04,Clinical Nurse Specialists,3.62,4.25,3.5,3.62,3.88,1,1.12,1,3.5,3.62,3.25,1.38,2.12,3.25,2.62,3.88,3.38,2.38,2.75,3.38,3.25,1.38,2.25,4.12,1,3.75,4,3.88,4,3,3.12,1.62,3.75,1.88,3.88
29-1151.00,Nurse Anesthetists,3.62,4.12,3.5,3.38,3.75,2.38,2.62,1,3.38,3.62,3.12,1.75,1.88,3,2.62,3.75,2.88,2.62,3.25,3,2.88,1.38,3,4.12,2.25,4,3.62,3.62,3.75,2.75,2.88,1.62,3.38,2.5,3.38
29-1161.00,Nurse Midwives,3.88,4,3.75,3.5,4,1,1.12,1,3.38,3.75,3.38,1.75,1.88,2.75,2.25,3.75,3,1.5,2.5,2.62,3.12,1.5,2,3.88,1,3.38,3.88,3.88,4,2.75,2.88,1.75,3.38,2,3.5
29-1171.00,Nurse Practitioners,3.88,4.25,3.88,3.75,4,1.12,1.25,1,3.75,3.88,3.38,1.75,1.88,3,2.5,4,3,1.75,2.88,3.38,3.25,1.38,2.38,4.12,1,4.12,3.88,4,4.12,3,3,1.62,3.62,2,3.75
29-1181.00,Audiologists,3.75,4,3.38,3.25,4,2.25,2.25,1.38,3.12,3.62,3.25,2.25,2.12,2.75,2.62,3.5,2.75,2,2.62,2.38,2.88,1.75,3,4,2.38,3.12,3.38,3.5,4.12,3.12,3,2,3.25,2.5,3.75
29-1199.01,Acupuncturists,3.12,3.75,3,3,3.75,1,1.25,1,2.62,3.5,2.5,1.75,1.88,2.38,2.25,3.25,2.5,1.25,2,1.5,2.62,1.38,2.25,3.25,1,2.62,3.62,3.62,3.5,2.75,2.75,1.62,2.75,1.5,3.25
29-1199.04,Naturopathic Physicians,3.38,4.25,3.5,3.12,4,1,1.38,1,3.12,3.75,2.88,2.12,2.12,2.75,2.38,3.25,2.5,1.25,2.12,3,3.25,1.62,1.38,3.75,1,3.88,3.5,4.12,3.88,3,3.12,1.88,3,1.12,3.25
29-1199.05,Orthoptists,3.25,3.75,3.25,3.25,3.75,1,1.38,1,3.25,3.25,3,1.12,1,2.38,2.12,3.25,2.12,1.38,2.12,2.88,2.75,1.75,1.88,3.25,1,3.75,3.25,3.5,3.88,2.75,2.88,1.75,2.88,1.12,3.38
29-2011.00,Medical and Clinical Laboratory Technologists,3,3.62,3.12,3,3.5,2.88,2.75,1,2.88,3.25,2.75,1.75,1.88,2.75,2.75,3.25,2.25,3,3.12,2.12,2.5,2.12,3.25,3.5,2.25,3.62,2.88,2.75,3.25,2.75,2.62,1,3,2.88,2.88
29-2011.01,Cytogenetic Technologists,3.12,3.38,3.25,3,3.88,1.75,1.38,1,2.88,3.25,3,1.62,1.62,2.88,2.75,3.25,2.12,2,2.25,1.5,2.12,1.75,2.12,3.62,1.12,3.5,2.38,3.12,3.38,2.5,2.12,1.12,3.12,2,3.38
29-2011.02,Cytotechnologists,3.25,3.62,3.5,3.12,3.75,1.38,1.12,1,2.75,3.5,2.75,2,1.88,2.62,2.75,3.25,2.5,2.25,2.62,1.12,2.5,1.38,2.62,3.88,1.25,3.5,2.62,3.12,3.25,2.88,2.5,1.12,3.12,1.75,3.5
29-2011.03,Histotechnologists and Histologic Technicians,3.25,3.62,3.12,3.12,3.62,2.88,2.5,1,2.88,3.12,2.75,1.75,1.88,2.75,3,3.25,2.38,2.88,3.12,1.12,2.5,1.62,2.75,3.5,2.38,3.12,2.5,2.62,3.25,2.5,2.38,1.62,3.25,2.75,3
29-2012.00,Medical and Clinical Laboratory Technicians,3.25,3.75,3,2.88,3.5,2.88,2.62,1,2.75,3,2.5,1.75,1.75,2.75,2.62,3.25,2.62,2.75,3.38,2,2.38,1.5,3.25,3.5,2.62,3.5,2.88,3,3.38,2.5,2.38,1.62,3.12,2.75,3.25
29-2021.00,Dental Hygienists,2.88,4,2.88,3.12,3.38,1.38,1.5,1,2.62,3,2.62,1,1.12,2.38,1.88,2.88,2.38,2.12,2.5,1.62,2.75,1.25,2.38,3.25,1,3,3.12,3.25,3.62,2,2,1.12,2.88,2,3
29-2031.00,Cardiovascular Technologists and Technicians,3,3.75,3,3,3.62,2.38,2.12,1,2.88,3.12,2.88,1.5,1.75,2.5,2.62,3.75,2.75,3,3.62,1.62,2.5,1.38,2.62,3.62,2.12,3.5,3.38,3.5,3.62,2.38,2.25,1.88,3.25,2.25,3.25
29-2032.00,Diagnostic Medical Sonographers,3.25,3.75,3,3.38,3.5,2.62,2.25,1,3,3.25,2.88,1.62,1.75,2.62,2.25,3.5,2.38,3.38,3.38,2.12,2.75,1.38,2.88,3.62,2.25,3.5,3.38,3.62,3.88,2.25,2.12,1.62,3.5,2.25,3.25
29-2033.00,Nuclear Medicine Technologists,3,3.88,3.25,3.5,3.5,2.5,2.12,1,2.88,3.25,2.5,1.5,1.75,2.5,2.75,3.5,2.62,2.75,3,1.75,2.88,1.38,2.88,3.38,2.38,3.25,3.12,3.25,3.75,2,1.88,1.5,3.38,2.38,3.5
29-2034.00,Radiologic Technologists,2.75,3.38,2.75,3.25,2.88,1.62,1.5,1,3,3,2.75,1.12,1.38,2.75,2.38,3.25,2.38,3.38,3.25,1.75,2.62,1.75,2.88,2.88,1.5,3.12,3.38,3.25,3.62,2.12,2.12,1.62,3,2,2.88
29-2035.00,Magnetic Resonance Imaging Technologists,3.12,4,3.25,3.12,3.38,2.38,2.62,1.12,2.62,3.38,2.75,1,1.5,2.25,2.75,3.5,2.62,3.25,3.62,1.25,2.75,1.88,3,3.62,2.38,2.62,3.38,3.38,3.5,2.88,2.75,1.75,3.12,2.88,3.38
29-2041.00,Emergency Medical Technicians and Paramedics,3.5,3.62,3.12,3.5,3.75,1.5,1.88,1,3,3.38,3.12,1.62,2.25,2.75,2.25,3.25,2.88,3.25,3.25,2.38,2.75,1.62,2.5,3.12,1,3.5,3.75,3.62,3.62,2.88,2.5,1.62,3,2.38,3.12
29-2051.00,Dietetic Technicians,3,3.38,2.88,3.12,3.25,1,1.12,1,3.12,3.12,3.12,2.25,2.25,3,2.62,3.38,2.5,2.5,3,2.38,2.75,1.62,2.75,3.38,1,2.25,3.38,3.12,3.5,2.88,2.62,1.62,3,2,3
29-2052.00,Pharmacy Technicians,2.75,3.62,2.88,3,3.38,1.5,1.12,1,2.5,3,2.38,2.25,2.25,2.5,3.12,3,2.38,1.38,2.25,1.62,2.5,1.62,2.25,3.5,1,2.38,3.38,3.38,3.5,2.25,2.12,1.5,2.88,1.88,2.75
29-2053.00,Psychiatric Technicians,3.38,3.88,3,3.62,3.62,1,1.12,1,3.12,3.5,3.12,1,1.25,3,2.12,3.75,3.25,2.25,2.5,1.12,3.25,1.38,2.25,3.62,1,1.62,3.5,3.88,3.75,2.75,2.62,1.62,3.25,1.75,3.25
29-2054.00,Respiratory Therapy Technicians,3.25,3.5,3,3.38,3.25,3,2.5,1,2.88,3.12,2.62,1.62,1.88,2.88,2.38,3.62,2.62,2.88,3.38,2.12,2.88,1.62,2.88,3.25,2.38,3,3.5,3.5,3.38,2.88,2.75,1.75,3,2.62,2.88
29-2055.00,Surgical Technologists,3.25,3.38,2.75,3.5,3.12,2.75,2.38,1,2.62,3,2.88,2.12,2.75,2.62,2.62,3.62,2.38,3.12,3.5,1.75,2.5,1,3,3,2.25,2.25,3.12,3.12,3.25,2.5,2.62,1.62,3.12,2.5,2.75
29-2056.00,Veterinary Technologists and Technicians,3.25,3.5,3.12,3.25,3.75,2.5,2.25,1,2.88,3.25,2.88,2,2.62,2.62,2.88,3.62,2.5,2.75,3.12,2.12,2.62,1.62,2.5,3.25,2,3.12,3.38,3.12,3.5,2.88,2.5,1.62,3.12,2.38,3.12
29-2061.00,Licensed Practical and Licensed Vocational Nurses,3.38,4,3.38,3.75,3.88,1,1.12,1,3.25,3.62,3.12,1.62,1.75,2.75,2.5,3.62,2.88,2.5,2.88,2.38,2.88,1.38,2.12,3.88,1,3.25,3.75,3.62,4,2.62,2.5,1.62,3.62,1.88,3.25
29-2071.00,Medical Records and Health Information Technicians,2.38,3.25,2.75,2.75,3,1,1,1,2.5,2.75,2.38,1,1,2.62,2.12,3,2.5,1,1.88,1.88,2.38,1.38,1.12,3.25,1,1.25,2.88,2.88,3.12,2.12,2,1.5,3,1,2.88
29-2081.00,"Opticians, Dispensing",3.38,3.75,2.88,3,3.38,1,1.38,1,2.88,3.12,2.62,1.88,1.75,2.62,2.62,3.12,3,2.25,2.38,2.38,3.12,1.38,2.38,3.5,1.5,1.75,3.38,3.38,4,2.38,2.5,1.88,3.12,2.25,3.25
29-2091.00,Orthotists and Prosthetists,3.5,3.88,3.5,3.12,3.88,1.75,2,1.12,3,3.5,3,1.75,2,2.88,2.75,3.25,2.62,2.38,2.88,3.25,2.88,1.62,3.12,3.88,1.88,2.88,3.88,3.62,4,2.88,2.88,2.88,3,2.12,3.62
29-2092.00,Hearing Aid Specialists,3.25,3.75,3.12,3.12,3.25,2.25,2.25,1,3.5,3.38,2.88,1.75,2.25,2.38,2.25,3.25,2.88,1.25,2.88,1.88,3.12,1.5,2.88,3.25,2.38,1.5,3.62,3.25,3.38,2.62,2.75,2.12,3,2.5,3
29-2099.01,Neurodiagnostic Technologists,3.25,3.88,3.25,3.12,3.62,2.38,1.75,1,3,3.38,3.12,1.62,1.75,2.62,2.38,3.5,2.38,2.75,3.25,1.25,2.12,1.88,2.88,3.5,2.75,2.75,3,3.38,3.75,2.75,2.62,1.5,3,3,3.25
29-2099.06,Radiologic Technicians,2.75,3.88,3,3.38,3.5,1.38,1.62,1,2.75,2.75,2.38,1.38,1.75,2.5,2.25,3.38,2.5,3.38,3.12,1.88,2.5,1.38,2.75,3.5,1,2.75,3.38,3.25,3.75,2.12,2,1.88,3,2,3.12
29-9011.00,Occupational Health and Safety Specialists,3.25,4,4,3.25,4,1,1.12,1,3.25,3.88,3,2,2,2.62,2.75,3.5,2.88,2.25,3.38,3.12,3.38,1.88,3.5,3.88,1,2.75,3,3.75,4,3.5,3.75,2,3.12,2.12,3.75
29-9012.00,Occupational Health and Safety Technicians,3.12,3.88,3.25,3,3.75,1.25,1.38,1,3.12,3.25,3,1.75,2.12,2.62,2.25,3.25,2.75,2.75,3,2.38,3,1.88,2.62,3.88,1.12,3,2.88,3,4,3.12,3,1.75,2.88,1.88,3.5
29-9091.00,Athletic Trainers,3.5,4,3.25,3.62,4.12,1.12,1.62,1,3.62,3.62,3.38,1.88,2,2.88,2.25,3.75,2.5,2.12,2.5,2.25,3.12,1.38,3,3.5,1,2.88,3.62,3.88,4,3,3.12,1.88,3.25,1.75,3.62
29-9092.00,Genetic Counselors,3.62,3.88,3.75,3.12,3.75,1,1,1,3.12,3.5,2.88,1.25,1.38,2.75,3,3.25,2.88,1.25,2.12,1,2.88,1.38,1.25,4.25,1,3,3,3.75,4,3,2.88,1.5,3.12,1,3.75
29-9099.01,Midwives,3.25,3.88,3.12,3.38,4,1,1.5,1,3.25,3.88,3,1.88,2.12,2.75,2.25,3.75,2.5,1.88,2.38,1.5,2.88,1.5,2.12,3.5,1,2.75,3.5,3.88,3.88,2.62,2.62,1.5,3,1.75,3.25
31-1011.00,Home Health Aides,3,3.62,2.88,3.12,3.5,1,1,1,3,3,2.88,1.62,1.75,2.38,2.5,3.38,2.88,1.38,2.38,1,2.88,1,1.75,3,1,1.62,3.62,3.5,3.25,2,2,1.12,3,1.88,3.12
31-1013.00,Psychiatric Aides,3,3.88,2.88,3.5,3.38,1,1,1,3,3.25,3,1.75,1.75,2.38,2.12,3.62,3.12,1.75,2.25,1.12,3.25,1.12,2.12,3.38,1,1.88,3.75,3.88,3.75,2,2.12,1.5,2.75,1.75,3.12
31-2011.00,Occupational Therapy Assistants,3.12,3.88,3,3.25,3.25,1.25,1.25,1.12,3.25,3.5,3,1.5,2,2.75,2.5,3.38,3,2.25,2.75,1.38,3,1.25,2.25,4,1.25,1.88,3.38,3.5,3.5,2.75,2.75,1.75,3.5,2,3.5
31-2012.00,Occupational Therapy Aides,3,3.62,3,3.12,3.25,1.12,1,1,3,2.88,3,1.25,1.88,2.38,2,3.12,2.5,1.75,2.25,2,3,1.25,2,3,1.25,1.75,3.62,3.5,3.62,2.12,2.12,1.88,3,1.75,3.25
31-2021.00,Physical Therapist Assistants,3.12,3.62,2.88,3.38,3.38,1.12,1.5,1,3.25,3,3,1.75,2.12,2.5,2.12,3.5,2.38,1.62,2.75,2,2.88,1.62,2.62,3.38,1.12,2.5,3.25,3.62,3.75,2.88,2.62,1.88,2.88,2,3.38
31-2022.00,Physical Therapist Aides,2.62,3.5,2.62,3.25,2.75,1.75,1.25,1.25,2.75,2.5,2.38,1.25,1.38,2.25,2.12,3,2.38,2.38,2.5,1.88,2.62,1.38,2.12,2.88,1,2.12,3.25,3.5,3.25,2.12,1.88,2,2.88,2.12,2.88
31-9011.00,Massage Therapists,2.88,3.75,2.62,2.75,3.38,1,1.25,1,2,3,2.5,1.5,1.88,1.62,1,2.75,2.25,1,1.38,2.12,2.38,1,1.12,3,1,1.88,3.25,3.25,3.88,2.25,2.25,1.12,2.88,1,2.62
31-9091.00,Dental Assistants,2.62,3.38,2.75,3,3.12,2.25,1.88,1,2.75,2.75,2.38,1.38,1.75,2.38,2.25,3,2.62,2.12,2.88,1.62,2.62,1.38,2.88,3.38,2.12,2.38,3.25,3,3.5,2.38,2.38,1.62,2.88,2,2.88
31-9092.00,Medical Assistants,3.25,4,2.88,3.25,3.5,1,1.12,1,3.12,3,2.62,1.62,1.75,2.5,2.38,3.62,2.62,1.25,2.75,1.62,2.62,1.38,2.25,3.62,1,2.62,3.25,3.75,4,2.62,2.25,1,3.12,2,3.5
31-9093.00,Medical Equipment Preparers,3,3.5,2.88,3,3.62,2.88,2.38,2.5,2.12,3,2.88,1.75,2.5,2.25,2.5,3.25,2.12,2.88,3.38,1.12,2.38,1.38,3.5,3,2.5,1.75,2.75,2.75,3.12,2.5,2.25,1.38,3,3.12,2.88
31-9094.00,Medical Transcriptionists,2.75,4,2.5,2.5,3,1,1,1,1.75,3,2,1,1,1.75,1.75,3,1.88,1.38,1.75,1.5,1.88,1.5,1.62,3.88,1,1.5,2.12,2.88,3,1.88,1.88,1,3.25,1,3.88
31-9095.00,Pharmacy Aides,2.75,3.75,2.62,3.12,3,1.38,1.12,1,2.38,2.88,2.38,1.75,2,2,2.75,2.88,2.12,1.25,1.88,1.12,2.5,1.38,2.25,3.12,1.12,1.38,3.38,3.25,3.5,1.88,1.88,1.38,2.88,1.75,2.5
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,2.75,3.38,2.75,2.88,3,1.12,1.25,1,2.75,2.75,2.38,1.88,1.88,2.12,2.5,3.25,2.38,1.88,2.25,2.5,2.25,1.38,2,3,1,2.88,3,3,3.12,2.12,1.88,1.38,2.75,1.75,2.75
31-9097.00,Phlebotomists,2.88,3.5,2.62,3,3.25,1.25,1.25,1,3,2.88,2.75,1.5,1.62,2.5,2.25,3,2.38,1.5,2.38,1.25,2.62,1.62,2.62,3.12,1.12,2.62,3.5,3.5,3.38,2.25,2.12,1.5,2.88,2,3.12
31-9099.01,Speech-Language Pathology Assistants,3,4.25,3.25,3.38,3.38,1.38,1.25,1,3.38,2.88,3.12,1.75,2.12,2.5,2.25,3.38,2.62,1.12,2.12,1.25,2.75,1.38,1.12,3.62,1.12,1.75,3.5,3.5,3.5,2.62,2.75,1.88,3.12,1.12,3.12
31-9099.02,Endoscopy Technicians,2.88,3.38,3,3,3.5,2.88,2.38,1,2.75,2.88,2.38,1.38,1.88,2.38,2.12,3.25,2.62,3,3.38,1.12,2.5,1.38,2.75,3.62,2.62,1.5,3,3.25,3.38,2.25,2.12,1.12,3,2.5,3.12
33-1011.00,First-Line Supervisors of Correctional Officers,3.25,4,3.38,4,4,1,1.12,1,3.38,3.25,3.12,1.88,2,3.75,2.12,4,3.75,1.88,2,2.12,3.62,1.5,2.5,3.88,1,1.5,3,4,3.88,3,2.75,1.62,3.38,1.62,3.5
33-1012.00,First-Line Supervisors of Police and Detectives,3.62,4.38,3.62,4,4,1.12,1,1,3.5,3.75,3.75,2.5,2.62,4,2.5,4,3.38,2.5,2.62,2.75,3.5,1.62,2.25,3.88,1,2.12,3.25,3.75,4.12,3.38,3.25,1.62,3.88,1.75,3.75
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,3.62,3.75,3.62,3.62,3.62,2.88,2.5,1,3.38,3.62,3.25,2.25,2.38,3.75,2.75,3.62,3.25,3,3.12,3,3.38,1.75,3,3.38,2.62,2.88,3.5,3.62,3.75,3.12,3.25,1.88,3.62,2.75,3.62
33-1021.02,Forest Fire Fighting and Prevention Supervisors,3.62,3.75,3.75,3.88,4.25,2.62,2.5,1,3.38,4.12,3.25,1.88,2.25,3.5,2.38,3.75,2.62,3,3.12,3.12,2.88,1.12,3.12,3.25,2.12,2.38,3,3.25,4,3.12,3.12,1.62,3.88,2.12,3.25
33-2011.01,Municipal Firefighters,3,3.62,3.12,3.62,3.62,3,2.5,1,3.38,3.38,3.25,1.62,1.88,2.62,2.38,3.5,2.88,3.5,3.62,2.5,2.75,1.38,2.75,3.25,2.62,2.62,3.5,3.25,3.38,2.88,2.75,1.62,3,3,3
33-2011.02,Forest Firefighters,3,4,3.38,3.75,3.5,3,2.88,1.12,3.5,3.5,3,1.5,2,3,2.5,3.75,2.88,3.5,3.62,1.12,2.88,1.25,3,3.5,2.75,1.25,3.62,3.25,4,2.75,2.75,1.62,3.5,2.88,3.25
33-2021.01,Fire Inspectors,3.38,3.62,3.12,3,3.62,1.12,1.12,1,2.88,3.62,2.88,1.75,1.75,2.62,2.75,3.12,2.62,2.5,3.38,2.62,2.88,1.62,3.88,3.38,1.25,2.88,3.12,2.88,3.5,3.12,3,1.5,3,2.75,3.38
33-2021.02,Fire Investigators,3.12,4,3.62,3.5,4,1.12,1.25,1,3.25,3.5,3,1.62,1.75,2.25,2.5,3.38,2.62,2.25,2.38,1.25,3,1.38,2.12,3.38,1.12,3.25,2.75,3,4,2.5,2.5,1.25,3.25,2.38,3.5
33-2022.00,Forest Fire Inspectors and Prevention Specialists,3,3.62,3.62,3.62,4.12,1.75,1.75,1,2.75,3.62,2.5,1.5,2,3.25,2.12,3.38,3,2.38,2.62,1.75,3.12,1.5,2.38,3.38,1.38,2.25,2.75,3.38,3.75,2.88,2.88,1.5,3.5,2.12,3.12
33-3011.00,Bailiffs,2.62,3.25,2.62,2.62,3,1,1,1,2.12,3.12,2.12,1,1.12,2.12,1.38,3.25,2.75,1.12,1.62,1.12,2.75,1.12,1.75,2.62,1,1,2.5,3.62,3.25,1.62,1.38,1,2.88,1.25,2.38
33-3012.00,Correctional Officers and Jailers,2.75,4,3.12,3.62,3.75,1,1.12,1,3.12,3.25,2.5,1.25,1.62,2.88,2.25,3.75,3.38,2.25,2.62,1.62,3.5,1.38,2.62,3.25,1.12,1.88,3.12,4,4,2.5,2.38,1.5,3.25,2,3
33-3021.01,Police Detectives,3.12,4.12,3.62,3.12,4,1,1.12,1,3,3.62,2.5,1.5,1.5,2.88,2.12,3.38,3.38,2.5,2.75,2.12,3.12,1.62,1.88,3.88,1,2.75,3.38,4,4.25,3,2.88,1.62,3.38,1.88,3.5
33-3021.02,Police Identification and Records Officers,3.25,3.88,3.12,3,3.75,1,1.25,1,2.75,3.25,2.5,1.62,2,2.5,2.38,3.12,2.62,2.5,2.88,1.12,2.75,1.38,2,3.62,1,1.12,2.88,3.25,3.62,2.62,2.38,1.62,3.12,1.88,3.25
33-3021.03,Criminal Investigators and Special Agents,3.5,4,4,3.5,4.12,1,1.25,1,2.88,3.75,2.88,1.75,1.88,3,2.5,3.25,3.12,2.5,2.5,2.25,3.5,1.75,2.5,3.88,1,2.5,3,4,4,2.62,2.75,1.75,3.38,1.75,3.88
33-3021.05,Immigration and Customs Inspectors,3.38,4,3.12,3.38,4,1,1,1,2.75,3.62,2.62,1.75,1.75,2.75,2.25,3.62,3,2.25,2.38,1.5,3.12,1.5,2.12,3.88,1,1.88,3,3.88,4,2.62,2.38,1.5,3,1.75,3.62
33-3021.06,Intelligence Analysts,3.25,4.12,3.25,3.25,4,1,1.25,1.12,2.75,3.38,2.62,1.62,1.88,2.25,2.62,3,2.5,1.25,2,1.75,2.75,2.38,1.38,4.25,1,2.12,2.62,3,3.75,2.62,2.62,1.88,2.88,1,3.62
33-3031.00,Fish and Game Wardens,3,3.88,3.62,3.5,3.75,2.25,1.75,1,3,3.62,2.88,1.12,1.12,2.88,2.38,3.12,3.38,2.88,2.75,2.5,3.62,1.5,2.5,3.38,2.38,2.62,3.25,3.5,3.75,3,3,1.5,3.12,2.62,3.25
33-3041.00,Parking Enforcement Workers,2.5,3.38,2.62,3,3,1.75,1.25,1,2.75,2.62,2.25,1,1.12,2.38,1.88,3,2.75,2.88,2.38,1.5,2.5,1.62,2.12,2.88,1.25,1,2.88,3.25,3.5,2,1.88,1,2.62,2.12,2.88
33-3051.01,Police Patrol Officers,3.25,4,3,3.38,3.75,1,1,1,2.75,3.25,2.75,1,1,2.62,2.12,3.62,3.38,2.75,2.5,2,3.38,1.38,2.12,3.38,1,1.62,3.38,3.62,3.5,2.62,2.25,1.5,2.88,1.75,3.12
33-3051.03,Sheriffs and Deputy Sheriffs,3.5,4,3.38,3.62,4,1,1.12,1,3,3.88,2.75,1.5,2,3.25,2,3.38,3.88,2.88,2.88,2,3.75,1.25,1.75,3.75,1,1.75,3.62,4,4.12,3,2.88,1.25,3.62,1.62,3.38
33-3052.00,Transit and Railroad Police,3.38,3.62,3.5,3.25,3.5,1.12,1.12,1,3,3.38,2.75,1.75,1.62,3,2.25,3.38,3.12,2.62,2.5,2,3.25,1.75,2.12,3.12,1,1.38,3.12,3.38,3.75,2.75,2.38,1.38,2.88,1.88,3.25
33-9011.00,Animal Control Workers,3,3.75,3.25,3,3.62,1.12,1.25,1,2.88,3.25,2.62,1.38,1.75,2.12,1.62,3.12,2.75,1.88,2.25,2.12,2.88,1.12,1.88,3,1,1.25,3.12,3.25,3.62,2,2,1.25,2.75,1.38,2.88
33-9021.00,Private Detectives and Investigators,3,3.88,3.62,3.12,3.75,1,1.12,1,2.12,3.38,2.12,1.75,1.75,2.5,2,3.25,3,1.88,1.62,2.25,3,1.5,1.12,3.5,1,1.75,3,3.62,3.75,2.75,2.62,1.38,3.12,1,3.5
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,3.25,3.25,3,3,3.5,1.38,1,1,3,3.5,2.38,1.38,1.38,2.75,2.12,4.38,2.88,2,2.25,1.75,2.62,1.12,2.12,3.12,1.38,1.25,2.62,3.25,3.62,2.12,2.12,1.12,3,1.5,3.12
33-9032.00,Security Guards,2.62,3.5,2.5,2.88,3,1,1,1,2.38,2.75,2.38,1,1,2.25,1.25,2.88,2.5,2.12,2.5,1.75,2.75,1.12,2.25,2.88,1.12,1.25,2.88,2.88,3.12,1.25,2,1,2.62,1.88,2.62
