Code,Title,Oral Comprehension,Written Comprehension,Oral Expression,Written Expression,Fluency of Ideas,Originality,Problem Sensitivity,Deductive Reasoning,Inductive Reasoning,Information Ordering,Category Flexibility,Mathematical Reasoning,Number Facility,Memorization,Speed of Closure,Flexibility of Closure,Perceptual Speed,Spatial Orientation,Visualization,Selective Attention,Time Sharing,Arm-Hand Steadiness,Manual Dexterity,Finger Dexterity,Control Precision,Multilimb Coordination,Response Orientation,Rate Control,Reaction Time,Wrist-Finger Speed,Speed of Limb Movement,Static Strength,Explosive Strength,Dynamic Strength,Trunk Strength,Stamina,Extent Flexibility,Dynamic Flexibility,Gross Body Coordination,Gross Body Equilibrium,Near Vision,Far Vision,Visual Color Discrimination,Night Vision,Peripheral Vision,Depth Perception,Glare Sensitivity,Hearing Sensitivity,Auditory Attention,Sound Localization,Speech Recognition,Speech Clarity
13-1199.03,Customs Brokers,3.75,3.88,3.62,3.5,2.88,3,3.25,3.25,3.25,3.25,3.62,3,2.88,3,2.62,3.12,2.88,0,2,2.75,2.62,0,0,2,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,3.38,2.75,2,0,0,0.75,0,1.25,1.75,0,3.5,3.25
13-1199.04,Business Continuity Planners,4,4.25,4.25,4.5,4.38,3.88,4.62,4.5,4.25,4.25,4,3.25,3.38,3,3.38,3.62,3.12,0.38,3.5,2.88,2.38,0.25,0.12,2.38,0.12,0,0,0,0,0.12,0,0,0,0,0.38,0,0,0,0,0,3.88,2.88,2.38,0,0,1.5,0.25,1.75,2,0,3.62,3.88
13-2011.01,Accountants,4,4.25,4.25,4,2.62,2.62,3.88,3.75,3.5,3.62,3.75,4,4.38,2.38,2.62,2.75,2.75,0.25,2.5,2.75,2.38,1.5,1.25,2.62,1.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.75,2.5,1.88,0,0,0.88,0,1.62,1.38,0,3.12,3.12
13-2011.02,Auditors,4.38,4.38,4.5,4.12,3.38,3.12,4.12,4.5,4.25,3.88,3.88,4,4.12,2.75,3.38,3.62,3.12,0,2.5,3.25,2.25,0.25,0,2.12,0.12,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,4.38,2.88,1.75,0,0,0.88,0,1.75,1.75,0.38,3.5,3.5
13-2021.01,Assessors,4,4,4,3.88,3.12,3,3.12,4,3.62,3.75,3.75,3.75,3.75,2.25,2.75,3,3,1,2.25,2.88,2.62,2,1.38,2,1.88,1.38,0.75,0.75,0.75,0,0.75,0.75,0,0.5,2,1.12,1,0,1.5,1,4.12,3.25,2.25,0.62,0.62,2,0.38,2,2,0.38,3.75,3.5
13-2021.02,"Appraisers, Real Estate",3.75,3.75,3.75,3.75,2.75,2.88,3.25,3.75,3.75,3.25,3.5,3.25,3.13,1.63,2.38,2.75,2.13,1.25,3.13,2.63,2.5,2,0.88,2.13,2,1.88,1.13,0.63,1.38,0,0.5,0.75,0,0.75,1.25,0.5,0.63,0,1,0.5,4,3.13,2.38,0.75,0.63,2.13,1,1.63,1.75,0.38,3.13,3
13-2031.00,Budget Analysts,4.12,4.12,4,3.75,2.88,2.88,3.75,3.75,3.88,3.5,3.5,4,4.38,2.75,2.12,2.88,2.75,0,1.75,2.75,2.12,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.38,2.5,1.88,0,0,0.62,0,1.5,1.25,0,3.25,3
13-2041.00,Credit Analysts,4.38,4.25,4.5,3.88,3,2.75,4.25,4.75,4,3.62,3.62,4.12,4.5,2.25,3.25,3.12,3.12,0,2.12,2.88,1.88,1.25,1.12,2.5,0.88,0,0.12,0,0,0.12,0,0,0,0,0.12,0,0,0,0,0,4.25,2.75,1.5,0,0,0.88,0,1.5,2.25,0.25,3.88,3.38
13-2051.00,Financial Analysts,4.13,4.38,4.25,4.13,3.25,3.38,3.88,4.38,3.63,3.63,3.38,3.75,3.88,2.63,2.63,3.38,2.25,0,2.13,3,2.25,0,0,1.75,0,0,0,0,0,0.38,0,0,0,0,0.25,0,0,0,0,0,4.13,2.38,1.25,0,0,0.13,0,1.13,1.25,0,3.25,3.25
13-2052.00,Personal Financial Advisors,4.12,4.12,4.62,4.25,3.38,3,4,4.5,3.88,3.25,3.25,3.75,4.5,2.12,2.5,2.5,2.62,0,1.75,2.5,2.5,0,0,1.88,0,0,0,0,0,0.12,0,0,0,0,0.25,0,0,0,0,0,4.12,2.12,1,0,0,0.5,0,1.38,0.88,0,3.88,3.62
13-2053.00,Insurance Underwriters,4,4.12,4,3.88,2.88,2.62,3.5,3.62,3.62,3.25,3.38,3,2.88,2,2,2.62,2.25,0,2.38,2.75,2.25,1.12,0.88,2.12,1.12,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,4,2.38,1.62,0,0,0.88,0,1.25,1,0,3,3
13-2061.00,Financial Examiners,4.5,4.5,4.75,4.12,3.62,3.5,4.25,4.62,4.12,3.88,3.75,3.75,4.12,3.12,3.25,3.25,2.88,0,2,2.88,2.25,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,4.12,3,2,0,0,0.12,0,1.62,1.88,0,3.88,3.62
13-2071.01,Loan Counselors,4.25,4.13,3.88,3.75,3.63,3.38,3.75,4,3.63,3.63,3.38,3.38,3.63,2.5,2.5,3,3,0,2.38,2.88,2.75,0,0,2.13,1.63,1.5,0.13,0,1.5,0.13,0,0,0,0,0.25,0,0,0,0.13,0,4.38,2.38,1.75,0,0.13,1.63,0,1.75,2.38,0,4,3.88
13-2072.00,Loan Officers,4.12,4,4.38,4,2.25,2.12,3.38,3.88,3.62,3.25,3.12,3.38,3.5,2.12,2.12,2.38,2.12,0,1,2.12,2,0.88,0.62,1.75,0.75,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,4.5,1,0.75,0,0,0.5,0,1,1.5,0,3.62,3.38
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",4.38,4.25,4,3.5,3,2.75,3.12,4,3.75,3.25,3,3.12,3.75,2.62,2.62,3.12,2.75,0,1.88,2.5,2,1,1,2.12,1,0,0,0,0,0.12,0,0,0,0,0.5,0,0,0,0,0,3.88,2.75,1.5,0,0,0.5,0,1.5,2,0,3.62,3.25
13-2082.00,Tax Preparers,3.63,4.25,3.88,2.63,2.63,2.38,3.38,3.75,3,3.38,3.13,3.5,4,2,2.38,2.63,2.38,0.13,1.5,2.25,2,1.13,1.25,2.5,0.75,0,0,0,0,0.63,0,0,0,0,0.25,0,0,0,0,0,4.25,1.38,1.25,0,0,0.63,0,1.38,1.38,0,3.25,3.13
13-2099.02,Risk Management Specialists,4.5,4.38,4.62,4.38,3.75,3.38,4.5,4.62,4.38,3.5,3.62,4.38,4.12,2.25,2.75,3.5,2.75,0,2.75,2.38,2.25,0.12,0,2.25,0.12,0,0,0,0,0.12,0,0,0,0,0.5,0,0,0,0,0,3.88,3.12,1.5,0,0,0.75,0,1.5,1.75,0,3.5,3.5
13-2099.04,"Fraud Examiners, Investigators and Analysts",4.38,4.25,4.25,4.25,3.5,3.38,3.88,4.25,4.12,3.75,3.38,2.88,3,2.62,2.38,3.12,2.38,0.25,2.38,3,2.62,0.25,0.25,2,1.5,1.5,0,0,0,0.25,0,0,0,0,0.62,0,0,0,0,0,3.88,2.5,2,0,0,1.88,0.38,1.88,1.62,0,3.38,3.5
15-1111.00,Computer and Information Research Scientists,4.5,4.38,4.5,4.25,4.25,4,4.5,4.62,4.38,4.12,4.25,4.12,3.75,2.75,3.12,3.38,2.88,0,3.5,3.38,2.12,1.75,1.5,3.12,1.62,0,0.12,0,0.12,0.88,0,0,0,0,1.38,0,0,0,0,0,4,3,2.25,0,0,1,0,1.62,1.38,0.12,3.25,3
15-1121.00,Computer Systems Analysts,4.5,4.62,4.5,4.12,4.12,3.88,4.12,4.5,4.25,3.88,3.75,3.75,3.75,2.62,3.62,3.75,3.25,0,3.75,3.38,2.25,2,1.62,3,2.12,0.12,0.12,0,0,0.25,0,0,0,0,0.12,0,0,0,0,0,4.12,3.25,2.88,0,0,1.5,0,2,2.62,0.25,3.38,3.38
15-1121.01,Informatics Nurse Specialists,4.5,4.62,4.62,4.25,4,4.25,4.25,4.75,4,4.25,4.12,3.5,3.38,3.12,3,3.62,3.25,0.12,3.88,3.25,2.75,2.25,1.88,2.88,2,0.12,0.12,0,0,0.12,0,0,0,0,0.25,0,0,0,0,0,4.25,3.38,2.38,0,0,1.88,0,2.38,2.25,0,3.62,3.88
15-1122.00,Information Security Analysts,4.38,4,4,4,3.62,3.12,4,3.88,4,3.5,3.38,2.75,2.5,2.62,2.62,3.25,2.88,0.25,2.88,3.12,2.75,1.75,1.5,2.38,1.5,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,2.5,2,0,0,1,0,1.75,2,0.12,3.12,3
15-1131.00,Computer Programmers,4.25,4.25,3.88,3.62,3.12,3.38,3.62,4.12,3.88,4,3.38,3.38,3.25,2.38,1.62,2.75,3,0,2.62,3.12,2.12,1.25,1.38,2,1.12,0,0,0,0,0.38,0,0,0,0,0.25,0,0,0,0,0,3.62,2.12,1.88,0,0,0.5,0,1.25,1.25,0,3,3.12
15-1132.00,"Software Developers, Applications",4.25,4.12,4.12,3.88,4,3.88,4.12,4.38,4,3.88,3.62,4.25,3.88,2.88,3,3.38,3.25,0,3.38,3.5,2,1.88,1.5,3,1.5,0,0.25,0,0.12,0.38,0,0,0,0,0,0,0,0,0,0,4.12,2.5,2.25,0,0,0.88,0,1.75,1.38,0.25,3.38,3.25
15-1133.00,"Software Developers, Systems Software",4.38,4.25,4.12,4,3.25,3.5,3.75,4.12,3.75,3.75,3.5,3.38,2.75,1.88,2.5,2.5,2.25,0.38,2.75,2.75,2.38,1.75,1.75,2.25,1.38,0,0,0,0,0.38,0,0,0,0,0.25,0,0,0,0,0,3.62,2.62,1.88,0,0,0.62,0,1.62,1.25,0,3.12,3
15-1134.00,Web Developers,4,3.62,4,3.62,3.75,3.5,3.62,4.12,3.38,3.88,3.62,2.62,3,2.62,3.25,3.5,3.12,0,3.62,3.5,2.25,2.12,1.75,3.12,1.88,0.12,0.25,0,0,0.75,0,0,0,0,0.88,0,0,0,0,0,4,2.88,3,0,0,1.38,0,2,1.62,0,3.62,3.12
15-1141.00,Database Administrators,4.12,4.12,4.25,3.75,3.62,3.75,3.88,3.88,3.62,4,3.75,3.5,3.5,2.88,2.5,3.5,3.25,0,3,3.38,2,1.62,1.25,2.88,1.75,0.12,0.12,0,0,0.38,0,0,0,0,0,0,0.12,0,0,0,3.88,3.25,2.62,0,0,0.88,0,1.75,2.75,0.12,3.5,3.38
15-1142.00,Network and Computer Systems Administrators,4.5,4.25,4.25,3.5,4,3.62,4.12,4.25,3.75,4,3.88,3.25,3.12,3.12,3.38,3.62,3.38,0,3.75,3.5,2.12,2.88,2.38,3.25,2.38,1.75,1.62,1,1.12,1.62,0.25,0,0,0,0.25,0,2.5,0,0,0,4,3.25,3.25,0,0,2.12,0,2.25,2.5,0.12,3.25,3.25
15-1143.00,Computer Network Architects,4.44,4.06,4.25,3.81,3.75,3.56,4,4.19,3.75,4,3.69,3.19,3.31,2.81,3.25,3.5,3.19,0.25,3.69,3.44,2.12,2.38,2.19,3.19,1.25,0.19,0.19,0,0,0.31,0,0,0,0,0.25,0,0,0,0,0,3.88,3.06,2.69,0,0,1.88,0,2.31,2.19,0.12,3.44,3.38
15-1151.00,Computer User Support Specialists,4.12,3.88,4.12,3.5,2.75,2.88,3.5,3.38,3.62,3.5,3.12,2.5,2.25,2.38,2.5,2.88,2.75,0.25,2.88,3,2.5,2.62,2.62,2.75,2.5,1.88,1.25,1,1,1.25,0,1.75,0,1.5,2,1.38,1.5,0,1,1,3.62,2.38,2.75,0,0,1.88,0,2,1.75,0,3.12,3.25
15-1199.01,Software Quality Assurance Engineers and Testers,4,3.88,4,3.75,3.12,3.38,3.5,3.88,3.75,3.62,3.25,2.62,2.12,2.12,2.38,2.62,2.38,0.62,2.88,3,2.38,2,1.75,2.5,1.5,0.5,0.38,0.38,0.38,0.88,0.38,0.38,0,0.38,0.38,0.25,0.25,0,0.25,0.25,3.62,2.25,2.25,0.38,0.38,1.25,0.38,1.88,2,0.38,3,3
15-1199.02,Computer Systems Engineers/Architects,4.62,4.38,4.25,4.75,3.62,3.88,4.12,4.12,4,3.75,3.62,3.25,3.38,2.62,2.62,3,2.75,0,3.62,3.12,2,2.25,2,3,1.75,0,0,0,0,0.62,0,0,0,0,0.25,0,0.12,0,0,0,3.62,2.5,2.25,0,0,1.12,0.12,1.62,1.62,0,3.12,3.12
15-1199.03,Web Administrators,4.25,4.25,4.25,4,3.12,3.38,3.75,3.75,3.75,3.62,3.38,3,2.88,3,2.75,3,2.62,0,2.88,3,2.12,1.88,2.12,2.88,2,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,3.88,2.5,2.62,0.12,0,1,0.12,1.62,1.62,0,2.75,2.88
15-1199.04,Geospatial Information Scientists and Technologists,4.5,4.5,4.38,4.38,3.25,3.25,3.88,4,3.75,3.75,3.75,3.5,3.12,2.5,2.75,3.38,3,0.25,3.12,3.12,2.38,2.12,2,2.88,2.25,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,4,3,2.75,0,0,1.5,0,1.38,1,0,3,3.12
15-1199.05,Geographic Information Systems Technicians,4.38,4.38,3.88,3.75,3.38,3.25,3.38,4,3.62,4,3.75,4.12,3.62,2.62,2.62,3.75,3,2,3.88,3,2.12,2,1.75,2.75,2.12,0.38,0.25,0.38,0.5,0.62,0.12,0.25,0.12,0.12,0.75,0.12,0.25,0,0.12,0.25,4,3.12,2.75,0.12,0.12,1.62,0.25,1.88,2.38,0.25,3.25,3.12
15-1199.08,Business Intelligence Analysts,4.62,4.5,4.62,4.38,3.62,3.5,3.62,4.75,4.5,3.75,3.62,3.62,3.5,2.75,2.88,3.38,2.62,0,2.25,2.5,2.12,0,0,2,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.5,2.75,1.38,0.12,0,0.5,0,1.38,1,0,3.75,3.75
15-1199.09,Information Technology Project Managers,4.38,4.38,4.25,4,3.5,3.38,3.75,4.25,3.62,3.62,3.5,3.25,3.12,2.62,2.75,3.12,2.62,0,2.75,2.88,2.12,0,0,2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.5,2.75,1.75,0,0,0.88,0,1.5,1.5,0,3.75,3.38
15-1199.11,Video Game Designers,3.88,3.75,3.75,3.62,4.12,4.12,3.62,3.88,3.88,3.62,3.38,3,2.75,3,2.62,2.88,2.62,0,3.88,3.62,2.75,2,2,2.62,1.75,0,0,0,0,0.38,0,0,0,0,0.5,0,0,0,0,0,3.88,2.88,3,0,0,0.75,0,2,1.25,0,3.12,3.12
15-2011.00,Actuaries,4.5,4.88,4.88,4.25,4,3.62,4.38,4.62,4.38,4.12,3.88,4.75,5,2.88,2.88,3.38,3,0,3,3.62,2.25,0.12,0.25,2.12,0,0,0,0,0,0.12,0,0,0,0,0.25,0,0,0,0,0,4.38,3,1.88,0,0,1,0,1.62,1.75,0,3.75,4
15-2021.00,Mathematicians,5.25,5.12,5,4.75,4.75,5,3.75,5.25,4.88,4.62,4,6,5.25,2.5,3.88,3.75,2.75,0,3.25,3,1.75,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.88,2,1.25,0,0,0.62,0,0.75,0.75,0,3,3.12
15-2031.00,Operations Research Analysts,4.5,4.62,4.25,4.12,4,4,4.12,4.12,4.25,4,3.88,4.75,4.5,2.75,2.12,3.12,2.25,0,2.62,3.25,2.38,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.75,2.25,1.88,0,0,0.12,0,0.38,0.88,0,3,3.12
15-2041.00,Statisticians,5.12,5,5,4.88,3.75,3.62,3.88,4.88,4.5,4.12,4,5.38,5.12,2.75,3.12,3.38,2.88,0,2.88,3,2.25,0.12,0.25,2.25,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,4,3,1.5,0,0,0.75,0,1.5,1.62,0,3.25,3.5
15-2041.01,Biostatisticians,5.25,5.25,5.25,5.25,4,4,4.25,5,5.12,4.38,4.38,4.88,4.62,2.75,3,3.75,2.88,0,3.25,3.12,2,0.38,0.12,1.5,0.12,0,0,0,0,0.5,0,0,0,0,0.38,0,0,0,0,0,3.75,2.12,1.5,0,0,1,0,1.25,1.25,0,3.62,3.88
15-2041.02,Clinical Data Managers,4.12,4,4.12,4.12,3.38,3.12,3.75,4,3.5,3.88,3.75,3.62,3.12,2.62,2.62,3.38,3,0,2.38,2.88,2.12,0.38,0.25,2.12,0.5,0,0.12,0,0.12,0.62,0,0,0,0,0.38,0,0,0,0,0,3.62,2.62,1.12,0,0,0.75,0.12,1.38,1,0,3.5,3.12
15-2091.00,Mathematical Technicians,4.6,3.2,4.4,2.2,3.4,2.6,3.4,4.8,2.8,3,2.6,6,5.6,2,3,2.4,2.2,0.4,1.2,1.8,1.6,1,1,2,1.6,0.6,0.4,0.2,0.8,2.4,0.6,0.6,0.4,0.4,1.2,0.6,1,0.4,0.6,0.4,3.2,1,0.6,0.6,0.2,0.6,1,0.8,0.8,0.2,1.6,2.4
17-1011.00,"Architects, Except Landscape and Naval",4.75,4.38,4.75,4.5,4.5,4.38,4.62,5,4.12,4.5,4.5,4.25,4.5,2.62,3.5,3.88,3.38,1.5,4.75,3.38,2.5,2.12,1.62,2.88,2,1.38,0.12,0,0.12,0.38,0.12,0,0,0,0.38,0.12,0,0,0.25,0.12,4.5,4.12,3.88,0,0,2.75,0.25,1.88,2.5,0,3.88,3.75
17-1012.00,Landscape Architects,4.12,4.12,4,4,3.75,3.75,3.88,4,3.88,3.62,3.62,2.88,3.12,2.25,2.38,3,2.62,0.38,3.75,3,2.75,2,1.62,2.62,2.12,1.5,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,3.5,3.12,2.25,0,0,2.38,0,1.75,1.25,0,3.38,3.5
17-1021.00,Cartographers and Photogrammetrists,4.12,4,3.88,3.88,3.12,3,3.5,3.75,3.75,3.62,3.62,3,3.12,2.75,2.88,3.5,2.88,0.25,3.38,2.88,2.62,2.75,2.38,3.12,2.88,0.5,0.25,0.25,0.25,0.25,0,0,0,0,0.62,0,0,0,0,0,4,3.5,3,0,0,2.25,0,1.88,1.75,0,2.88,2.88
17-1022.00,Surveyors,4.25,3.88,4.38,3.75,3.25,3.25,3.5,3.88,3.62,3.88,3.62,4.25,4.38,2.88,3.38,4,3.38,2.88,3.75,3.38,2.5,3.25,2.62,3.25,3.38,3,2.38,2,2.88,1.88,2,2.25,0.12,1.88,2.5,2.25,2.75,0,2.38,1.62,4.25,4.5,3,1.5,1.38,3.5,2.38,2.25,2.62,1.38,3.5,3.5
17-1022.01,Geodetic Surveyors,4.62,4.75,4.5,4.38,3.12,3,3.75,4.25,4.12,3.62,3.5,4.5,4.12,2.75,3.12,4.38,3.12,2.5,3.75,3.25,2.62,2.5,2.12,2.5,2.62,2.5,1.5,1.12,1.25,1,1.25,1.88,0,0.88,2.12,1.25,0.75,0,1.62,0.62,4,3.62,2.12,1.25,0.88,2.5,1.12,1.62,2,0.62,3.38,3.25
17-2011.00,Aerospace Engineers,4.75,5.12,4.62,4.5,3.88,3.75,3.88,4.75,4.25,3.88,3.5,4.75,3.88,2.75,2.5,3.25,3.25,0.25,3.5,3.25,2.75,0.25,0.25,2.62,0.38,0.25,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,3.62,3.25,2.75,0,0,2.38,0,2.5,2.62,0,3.25,3.12
17-2021.00,Agricultural Engineers,4.12,4.5,4.5,4.38,3.38,3.25,4.12,4.12,4,3.62,3.75,4,3.75,2.5,2.5,3.25,2.75,0.5,3.25,3,2.5,0.25,0.25,2.62,2.12,1.62,0.25,0.25,1.62,0,0,0,0,0,0.75,0,0,0,0,0,3.75,3.25,3.12,0.5,0.5,2.62,0,2.25,2.62,0,3.25,3.25
17-2031.00,Biomedical Engineers,5.25,5.25,5.12,4.5,4.38,5,5.12,5.25,5.12,4.38,4.62,4.38,3.88,2.75,3.5,3.62,3,0.25,4.25,3.25,2.12,2.75,1.75,3.75,3,1.62,0.88,0.75,1.5,1.38,0.25,0.25,0,0.12,0.5,0.12,0.5,0,0.12,0,4.12,3.38,2.88,0,0,2.25,0,2.38,1.75,0,3.5,3.38
17-2041.00,Chemical Engineers,5.12,5,4.88,4.25,3.88,4.5,4.5,4.88,4.62,4.62,4.88,4.25,4.5,2.88,3.12,3.62,3.5,0.38,4.12,3.25,2.38,0.75,0.38,2.5,0.38,0.62,0.5,0.12,0.38,0.38,0,0.12,0,0,0.38,0,0.12,0,0,0,4.12,3.62,3.5,0,0,2.25,0,2.38,2.88,0,3.62,3.38
17-2051.00,Civil Engineers,5,4.75,4.88,4.12,4,4.25,4.75,4.88,4.5,4.25,4.5,4.75,4.5,3,3.62,4.25,3.75,1.5,4.38,3.38,2.88,0.12,0.12,2.38,1.62,1.25,0.12,0,0,0.25,0,0,0,0,0.12,0,0,0,0.12,0.12,4.38,4,3.12,0.25,0.25,2.75,0.25,2.62,2.88,0.25,3.62,3.62
17-2051.01,Transportation Engineers,4.5,4.38,4.5,3.88,4,3.88,4.25,4.75,4.12,3.88,4,4.38,4.12,2.5,3,3,2.88,0.75,4.38,2.75,2.12,0.5,0.38,2,1.5,0.88,0,0,0,0.25,0,0,0,0,0.62,0,0,0,0,0,3.88,2.88,2.38,0,0,2.38,0,1.5,1.5,0,3.62,3.25
17-2061.00,Computer Hardware Engineers,4.5,4.25,4.25,4,3.63,3.5,4,4.38,4,3.75,3.63,3,2.63,2.63,1.63,2.88,2.5,0.25,3.5,3.13,2.63,2.13,1.88,2.75,0.38,0.38,0,0,0,0.38,0,0,0,0,0.25,0,0,0,0,0,3.5,2.63,2.75,0,0,1.13,0,1.63,1.88,0.13,3.25,3.13
17-2071.00,Electrical Engineers,4.38,4.5,4.5,4.25,3.38,3.5,4,4.12,4.12,3.62,3.38,3.88,3.5,2.38,2,3.12,2.75,0,3,3,2.62,2.38,2.12,2.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,3,2.88,0,0,2,0,2,2,0,3.25,3.38
17-2072.00,"Electronics Engineers, Except Computer",4.5,4.38,4.38,4.38,3.5,3.62,4,3.88,4,4.25,3.88,4,3,2.75,2.75,3.38,2.75,0.62,3.75,3.25,2.75,3,3,3.5,2.88,1.88,1.62,1.25,1.75,1.25,0,1.38,0,1.38,1.5,0.75,1.12,0,1.25,1,3.75,3.38,3.62,0,0,1.75,0,2.62,2.5,0,3.12,3.12
17-2081.00,Environmental Engineers,4.62,4.5,4.25,4.5,3.62,3.88,4.5,4.25,4.5,4,3.88,4,3.88,3,2.88,3.5,3.12,0.25,3.38,3.75,3.12,0.25,0,2.12,1,0.88,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,3.75,3.25,2.75,0,0,2.12,0,2.38,2.38,0.25,3.75,4
17-2081.01,Water/Wastewater Engineers,4.75,4.5,4.62,4.25,4,3.88,4.38,4.88,4.25,4.25,4.25,4.62,4.38,2.88,3.25,3.5,2.88,1,4.25,3.25,2.62,0,0,2,1.38,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,4.12,3.12,2.38,0,0,2.25,0,2,2.12,0,3.38,3.25
17-2111.01,Industrial Safety and Health Engineers,4.75,4.62,4.75,4.38,4.12,4,4.88,4.62,4.88,4.12,4.25,4,3.25,2.75,3.25,4.12,3.38,1.12,3.88,3.25,2.5,2,0.38,2.12,1.38,1.5,0.12,0.12,1.88,0.12,0,1.25,0,0.88,2.25,0.75,2.5,0,1.62,0.75,4.12,3.88,3.38,0.12,0.25,2.75,0.38,2.5,3,0.12,3.75,3.75
17-2111.02,Fire-Prevention and Protection Engineers,4.38,4.25,4.63,4.38,4,4.13,4.38,4.63,4.25,4.13,3.75,3.13,2.88,2.5,3.38,3.75,3.25,0.75,3.88,3.25,2.13,0.13,0.25,2.5,1.75,1.88,0.38,0,0.38,0.38,0.13,0.13,0,0,0.38,0,0.13,0,0.13,0.13,3.88,3.63,3.13,0.13,0.13,2.38,0.13,2.38,2.63,0.25,3.63,3.88
17-2111.03,Product Safety Engineers,4.13,4.13,4,3.88,3.38,2.88,4.25,3.88,3.88,3,3.13,2.38,2.25,2.38,2.75,2.88,3.13,0,3,2.88,2.25,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,3.88,3,2.88,0,0,1.75,0,2.25,2.5,0.13,3.13,3
17-2112.00,Industrial Engineers,4.25,4.25,4.38,4.38,3.5,3.5,4,3.88,4,3.75,3.62,3.5,2.75,2.25,2.12,3.12,2.62,0.5,3.62,3.25,2.88,1.88,0.38,2.38,2.38,2,1.75,1.75,2.38,1.25,0.38,0,0,0,1.5,0,0,0,0,0,3.88,3.12,2.75,0,0,2.12,0,2.62,3,0,3.25,3.25
17-2112.01,Human Factors Engineers and Ergonomists,5,4.75,4.62,4.38,4,3.88,4.5,4.88,4.5,4,4,4.38,3.75,2.75,3.12,3.38,2.88,0.62,3.75,3,2.25,0.25,0.12,2.12,0.38,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.75,3.25,2.38,0,0,1.75,0,1.88,2.12,0,3.75,3.75
17-2121.01,Marine Engineers,4.88,5,4.75,4.63,3.75,4,4.13,5,4.38,4.63,4.13,4.38,4.13,2.38,2.88,3.13,3.63,1.75,4.13,2.88,2.75,2.5,2.13,2.88,2.75,2.63,2.38,1.88,2.75,1.88,1.38,2.25,0.13,1.5,2.5,1.38,2.38,0,1.88,2.25,3.75,3.38,3.13,1.38,1.25,2.5,2,2.63,2.75,1.5,3.5,3.25
17-2121.02,Marine Architects,5.13,5.13,4.75,3.88,4.5,4.13,4.38,4.88,4.38,4.5,3.63,4.38,4.13,2.38,3.13,3,3.38,0.5,4.63,3.13,2.38,1.88,0.25,2.5,0,1.5,0,0,0,0.13,0,1.38,0,1.13,1.88,1,1.5,0,1.13,1.13,3.88,3.88,2.88,0,0,2.5,0,2,2,0,3.5,3.25
17-2131.00,Materials Engineers,4.75,4.75,4.88,4.62,3.75,4.12,4.25,4.62,4.38,4,4.62,4.5,4.25,2,2.62,3.38,3.12,0,4,2.88,2.25,2,1.5,2.12,2.12,1.12,0.88,0.62,1.75,0.88,0,0,0,0,0.25,0,0,0,0,0,3.88,3.38,3,0,0,2,0,1.88,2.38,0,3.25,3.88
17-2141.00,Mechanical Engineers,5.12,5.12,4.75,4.12,3.75,4.25,4.38,5.12,4.25,4.75,4.38,4.88,4.5,2.88,3.38,3.62,3.75,0.5,4.38,3.75,2.62,0.25,0.25,2.62,0.5,0.62,0.38,0.12,2,0.12,0.12,0.25,0,0,0.25,0,0.25,0,0,0,4.25,3.5,3.38,0,0,2.5,0,3.25,3.12,0.88,3.75,3.5
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",5.12,4.88,4.75,4.62,3.75,4,4.5,5,4.62,4.5,4.25,4.25,3.75,2.75,3.38,4.12,3.12,1.25,4.25,3.38,2.12,0.5,0.25,2.12,1.25,1.12,0.12,0,1.88,0.12,0,0.25,0,0,0.62,0,0.12,0,0.25,0,3.88,3.75,2.75,0.62,0,2.25,0.12,2,1.5,0.12,3.5,3.38
17-2161.00,Nuclear Engineers,5,4.88,4.62,4.5,3.5,3.5,4.5,4.25,4.12,3.88,3.75,3.88,3.75,2.62,2.75,3.38,3.38,0.5,3.38,3.38,3,2,1.75,2.75,0.25,0,0.38,0,0.5,0,0,0,0,0,0.75,0,0,0,0,0,3.88,2.88,2.88,0.25,0.25,2,0,2.38,2.5,0,3.25,3.5
